id,ru,en,info
2137,остана́вливать,"to stop, to bring to a stop","нсв I — останови́ть (остановлю́, остано́вишь) св I"
2138,остана́вливаться,to come to a stop,"нсв I — останови́ться (остановлю́сь, остано́вишься) св I"
2139,остано́вка,"stop, station",р.п. мн.ч. остано́вок
2141,осторо́жно,carefully,
2140,осторо́жный,careful,"(-ая, -ое, -ые)"
2142,о́стров,island,
2144,остроу́мный,witty; wittily,"(-ая, -ое, -ые); остроу́мно"
2143,о́стрый,"sharp, acute, keen; sharply, keenly","(-ая, -ое, -ые); о́стро"
2145,остыва́ть,"to get cold, to cool down","нсв I — осты́ть (осты́ну, осты́нешь) св I"
2146,осужда́ть,"to censure, to condemn","нсв I — осуди́ть (осужу́, осу́дишь) св II"
2147,осуществля́ть,"to realize, to implement, to carry out","нсв I — осуществи́ть (осуществлю́, осуществи́шь) св II"
2148,осуществля́ться,to come true,нсв I — осуществи́ться св II (1 и 2 л. не употр.)
2149,от,"from, away from",ото с р.п.
2150,отве́т,answer,
2151,отве́тственность,responsibility,ж.р. только ед.ч.
2152,отве́тственный,responsible; responsibly,"(-ая, -ое, -ые); отве́тственно"
2153,отвеча́ть,to answer,"нсв I — отве́тить св (отве́чу, отве́тишь)"
2154,отдава́ть,"to return, to give back","(отдаю́, отдаёшь) нсв I — отда́ть (отда́м, отда́шь, отда́ст, отдади́м, отдади́те, отдаду́т) св I"
2155,отделе́ние,"separation, department, part
1) separation of autonomy from the state
2) bank department
3) first part of the concert","1) только ед.ч. — отделе́ние автоно́мии от госуда́рства
2) отделе́ние ба́нка
3) пе́рвое отделе́ние конце́рта"
2156,о́тдых,"rest, relaxation",только ед.ч.
2157,отдыха́ть,"to take a rest, to have a rest",нсв I
2158,оте́ц,"father, daddy",р.п. ед.ч. отца́
2159,оте́чественный,native,"(-ая, -ое, -ые)"
2160,оте́чество,native land,только ед.ч.
2161,отзы́вчивый,responsive,"(-ая, -ое, -ые)"
2002,отка́зывать,"to refuse, to deny","нсв I — отказа́ть (откажу́, отка́жешь) св I"
2042,отка́зывать,"to refuse, to deny","нсв I — отказа́ть (откажу́, отка́жешь) св I"
2003,отка́зываться,"to refuse, to decline","нсв I — отказа́ться (откажу́сь, отка́жешься) св I + инф."
2043,отка́зываться,"to refuse, to decline","нсв I — отказа́ться (откажу́сь, отка́жешься) св I + инф."
2004,откла́дывать,"to put aside, to put away, to put off
1) to put aside a newspaper
2) to put off a meeting
3) to put away money for the journey","нсв I — отложи́ть св II 
 1) отложи́ть газе́ту в сто́рону 
 2) отложи́ть встре́чу
 3) откла́дывать де́ньги на пое́здку"
2044,откла́дывать,"to put aside, to put away, to put off
1) to put aside a newspaper
2) to put off a meeting
3) to put away money for the journey","нсв I — отложи́ть св II 
 1) отложи́ть газе́ту в сто́рону 
 2) отложи́ть встре́чу
 3) откла́дывать де́ньги на пое́здку"
2005,отключа́ть,"to switch off, to disconnect",нсв I — отключи́ть св II
2045,отключа́ть,"to switch off, to disconnect",нсв I — отключи́ть св II
2006,открове́нный,"frank, unconcealed; frankly","(-ая, -ое, -ые); открове́нно"
2046,открове́нный,"frank, unconcealed; frankly","(-ая, -ое, -ые); открове́нно"
2007,открыва́ть,to open,"нсв I — откры́ть св I (откро́ю, откро́ешь)"
2047,открыва́ть,to open,"нсв I — откры́ть св I (откро́ю, откро́ешь)"
2008,открыва́ться,to open,"нсв I — откры́ться (откро́ется, откро́ются) св I"
2048,открыва́ться,to open,"нсв I — откры́ться (откро́ется, откро́ются) св I"
2009,откры́т,open,"кр.ф. (-а, -о, -ы)"
2049,откры́т,open,"кр.ф. (-а, -о, -ы)"
2010,откры́тие,discovery,
2050,откры́тие,discovery,
2011,откры́тка,postcard,р.п. мн.ч. откры́ток
2051,откры́тка,postcard,р.п. мн.ч. откры́ток
2012,откры́тый,"open; openly, it’s open","(-ая, -ое, -ые); откры́то"
2052,откры́тый,"open; openly, it’s open","(-ая, -ое, -ые); откры́то"
2013,отку́да,"where from, from which, whence",
2053,отку́да,"where from, from which, whence",
2014,отку́да-то,from somewhere,
2054,отку́да-то,from somewhere,
2015,отку́сывать,to bite off,"нсв I — откуси́ть (откушу́, отку́сишь) св II"
2055,отку́сывать,to bite off,"нсв I — откуси́ть (откушу́, отку́сишь) св II"
2016,отлича́ться,to differ,нсв I
2056,отлича́ться,to differ,нсв I
2017,отли́чие,"difference, distinction",
2057,отли́чие,"difference, distinction",
2018,отличи́тельный,distinctive,"(-ая, -ое, -ые)"
2058,отличи́тельный,distinctive,"(-ая, -ое, -ые)"
2019,отли́чно,perfectly,
2059,отли́чно,perfectly,
2020,отли́чный,perfect,"(-ая, -ое, -ые)"
2060,отли́чный,perfect,"(-ая, -ое, -ые)"
2021,отменя́ть,"to cancel, to abolish, to revoke",нсв I — отмени́ть св II
2061,отменя́ть,"to cancel, to abolish, to revoke",нсв I — отмени́ть св II
2022,отме́тка,"note, mark",р.п. мн.ч. отме́ток
2062,отме́тка,"note, mark",р.п. мн.ч. отме́ток
2023,отмеча́ть,"to mark, to celebrate
1) to mark important information in the text
2) to celebrate the anniversary","нсв I — отме́тить (отме́чу, отме́тишь) св II 
1) отме́тить ва́жную информа́цию в те́ксте
2) отмеча́ть юбиле́й"
2063,отмеча́ть,"to mark, to celebrate
1) to mark important information in the text
2) to celebrate the anniversary","нсв I — отме́тить (отме́чу, отме́тишь) св II 
1) отме́тить ва́жную информа́цию в те́ксте
2) отмеча́ть юбиле́й"
2024,отнима́ть,to take away,"нсв I — отня́ть (отниму́, отни́мешь) св II"
2064,отнима́ть,to take away,"нсв I — отня́ть (отниму́, отни́мешь) св II"
2025,относи́ть,to take,"(отношу́, отно́сишь) нсв II — отнести́ св I"
2065,относи́ть,to take,"(отношу́, отно́сишь) нсв II — отнести́ св I"
2026,относи́ться,"to treat, to have to do with","(отношу́сь, отно́сишься) нсв II"
2066,относи́ться,"to treat, to have to do with","(отношу́сь, отно́сишься) нсв II"
2027,отноше́ние,"attitude, relation
1) attitude to the job
2) diplomatic relations","1) только ед.ч. — отноше́ние к рабо́те
2) только мн.ч. — дипломати́ческие отноше́ния"
2067,отноше́ние,"attitude, relation
1) attitude to the job
2) diplomatic relations","1) только ед.ч. — отноше́ние к рабо́те
2) только мн.ч. — дипломати́ческие отноше́ния"
2028,отовсю́ду,from everywhere,
2068,отовсю́ду,from everywhere,
2029,отопле́ние,heating,только ед.ч.
2069,отопле́ние,heating,только ед.ч.
2030,отправля́ть,to send,"нсв I — отпра́вить (отпра́влю, отпра́вишь) св II"
2070,отправля́ть,to send,"нсв I — отпра́вить (отпра́влю, отпра́вишь) св II"
2031,отправля́ться,"to set off, to start","нсв I — отпра́виться (отпра́влюсь, отпра́вишься) св II"
2071,отправля́ться,"to set off, to start","нсв I — отпра́виться (отпра́влюсь, отпра́вишься) св II"
2032,отпра́шиваться,to ask for leave,"нсв I — отпроси́ться (отпрошу́сь, отпро́сишься) св II"
2072,отпра́шиваться,to ask for leave,"нсв I — отпроси́ться (отпрошу́сь, отпро́сишься) св II"
2033,о́тпуск,holiday,
2073,о́тпуск,holiday,
2034,отпуска́ть,"to let go, to set free","нсв I — отпусти́ть (отпущу́, отпу́стишь) св II"
2074,отпуска́ть,"to let go, to set free","нсв I — отпусти́ть (отпущу́, отпу́стишь) св II"
2035,отрави́ться,to poison oneself,"(отравлю́сь, отра́вишься) св II"
2075,отрави́ться,to poison oneself,"(отравлю́сь, отра́вишься) св II"
2036,отража́ть,to reflect,"нсв I — отрази́ть (отражу́, отрази́шь) св II"
2076,отража́ть,to reflect,"нсв I — отрази́ть (отражу́, отрази́шь) св II"
2037,отреза́ть,to cut off,"нсв I — отре́зать (отре́жу, отре́жешь) св I"
2077,отреза́ть,to cut off,"нсв I — отре́зать (отре́жу, отре́жешь) св I"
2038,отрица́тельный,negative; negatively,"(-ая, -ое, -ые); отрица́тельно"
2078,отрица́тельный,negative; negatively,"(-ая, -ое, -ые); отрица́тельно"
